                  epoch,         train/box_loss,         train/seg_loss,         train/obj_loss,         train/cls_loss,   metrics/precision(B),      metrics/recall(B),     metrics/mAP_0.5(B),metrics/mAP_0.5:0.95(B),   metrics/precision(M),      metrics/recall(M),     metrics/mAP_0.5(M),metrics/mAP_0.5:0.95(M),           val/box_loss,           val/seg_loss,           val/obj_loss,           val/cls_loss,                  x/lr0,                  x/lr1,                  x/lr2
                    247,               0.027382,               0.026229,               0.023056,              0.0029429,                0.75988,                0.69352,                0.71082,                0.53192,                0.77791,                0.67111,                0.70368,                0.53248,               0.045983,               0.033589,               0.028072,               0.011101,              0.0075646,              0.0075646,              0.0075646
                    248,               0.027539,               0.026197,               0.022977,               0.003035,                0.76708,                0.68887,                0.70978,                0.53252,                0.76562,                0.67941,                0.70298,                0.53037,                0.04599,               0.033545,               0.028073,               0.011061,              0.0075547,              0.0075547,              0.0075547
                    249,               0.027515,               0.026302,               0.023078,              0.0028947,                0.76461,                0.68967,                0.70918,                0.53281,                0.76352,                0.68192,                0.70171,                0.53094,                0.04596,               0.033571,               0.028146,               0.011027,              0.0075448,              0.0075448,              0.0075448
                    250,               0.027049,               0.026154,               0.023119,              0.0026965,                0.75542,                0.69047,                0.70698,                0.53219,                0.76524,                0.68537,                 0.7017,                 0.5293,               0.045919,               0.033572,               0.028173,               0.010869,              0.0075349,              0.0075349,              0.0075349
                    251,               0.027275,                0.02654,               0.023519,              0.0031201,                0.75774,                0.68829,                0.70871,                 0.5316,                0.75823,                0.68524,                0.70236,                0.52897,               0.045791,               0.033559,               0.028201,               0.010831,               0.007525,               0.007525,               0.007525
                    252,                0.02711,               0.026143,               0.022666,              0.0029087,                 0.7654,                0.68825,                0.70933,                0.53473,                0.75803,                 0.6884,                0.70335,                0.52911,               0.045767,               0.033608,               0.028175,                0.01081,              0.0075151,              0.0075151,              0.0075151
                    253,               0.027416,               0.026146,               0.022674,              0.0028987,                0.77741,                0.68687,                0.71094,                0.53589,                0.78521,                0.67583,                 0.7049,                 0.5309,               0.045755,               0.033659,               0.028228,               0.010744,              0.0075052,              0.0075052,              0.0075052
                    254,               0.027375,               0.026408,               0.023217,              0.0027765,                0.76926,                0.69171,                0.71007,                0.53568,                 0.7633,                0.68743,                0.70349,                0.53065,               0.045838,               0.033743,                0.02819,               0.010796,              0.0074953,              0.0074953,              0.0074953
                    255,               0.027085,               0.026529,               0.023003,              0.0028846,                0.77465,                0.69374,                0.71046,                0.53445,                0.76881,                   0.69,                0.70367,                0.52978,               0.045857,               0.033721,               0.028203,               0.010862,              0.0074854,              0.0074854,              0.0074854
                    256,               0.027272,               0.026114,               0.022731,              0.0029428,                0.76273,                0.70171,                0.71374,                0.53492,                0.75479,                0.69696,                0.70355,                 0.5303,               0.045907,               0.033753,               0.028198,               0.010947,              0.0074755,              0.0074755,              0.0074755
                    257,               0.027357,               0.026492,               0.023253,              0.0030054,                0.76184,                0.69842,                0.71443,                0.53601,                0.74922,                0.69675,                0.70305,                0.53222,               0.045841,               0.033723,               0.028197,               0.010964,              0.0074656,              0.0074656,              0.0074656
                    258,               0.026927,               0.025874,               0.023087,               0.002876,                0.75365,                 0.7055,                0.71163,                0.53533,                0.74436,                0.69976,                0.70279,                0.53291,               0.045829,               0.033837,               0.028266,               0.010967,              0.0074557,              0.0074557,              0.0074557
                    259,               0.027211,               0.025784,               0.022926,               0.002949,                0.76342,                0.69371,                0.71572,                 0.5364,                0.75266,                0.69251,                0.70213,                0.53315,               0.045808,                 0.0338,               0.028298,               0.010977,              0.0074458,              0.0074458,              0.0074458
                    260,               0.027166,               0.026183,               0.023064,              0.0027361,                0.75872,                0.69717,                 0.7129,                0.53583,                0.75431,                0.68776,                0.70295,                0.53336,               0.045818,               0.033784,               0.028323,               0.010982,              0.0074359,              0.0074359,              0.0074359
                    261,                 0.0269,               0.025907,               0.022873,              0.0028826,                0.75396,                0.70237,                0.71074,                0.53667,                0.75017,                 0.6958,                0.70231,                0.53309,               0.045752,               0.033822,               0.028325,               0.010911,               0.007426,               0.007426,               0.007426
                    262,               0.027298,               0.026347,               0.022944,              0.0030983,                0.76185,                0.70166,                0.71056,                0.53632,                 0.7556,                 0.6953,                0.70179,                0.53349,               0.045707,               0.033721,               0.028342,               0.010825,              0.0074161,              0.0074161,              0.0074161
                    263,               0.027133,               0.026358,               0.022432,              0.0028705,                0.75722,                0.69872,                0.70972,                0.53777,                0.75326,                0.69233,                0.70313,                0.53366,               0.045708,               0.033714,               0.028397,               0.010848,              0.0074062,              0.0074062,              0.0074062
                    264,               0.027174,               0.026179,               0.022686,              0.0027818,                0.77356,                0.69034,                 0.7107,                0.53712,                0.76971,                0.68322,                0.70235,                0.53371,               0.045705,               0.033735,               0.028363,               0.010798,              0.0073963,              0.0073963,              0.0073963
                    265,                0.02675,               0.026109,               0.022563,              0.0027253,                0.77298,                0.69425,                0.70943,                0.53608,                0.77791,                0.68313,                 0.7025,                0.53351,               0.045664,               0.033755,               0.028395,               0.010811,              0.0073864,              0.0073864,              0.0073864
                    266,               0.027007,               0.025728,               0.022481,              0.0027626,                0.77711,                0.68861,                0.71039,                0.53813,                0.78124,                0.68162,                0.70317,                0.53333,               0.045643,               0.033791,               0.028408,               0.010851,              0.0073765,              0.0073765,              0.0073765
                    267,               0.026741,               0.025852,               0.022852,              0.0027942,                0.77436,                0.69028,                0.71309,                0.53853,                 0.7956,                0.67305,                0.70346,                0.53356,                0.04562,               0.033834,                0.02842,                0.01088,              0.0073666,              0.0073666,              0.0073666
                    268,               0.026857,               0.026423,               0.022943,              0.0026516,                0.79507,                0.68067,                0.71316,                0.53759,                0.79229,                 0.6769,                0.70366,                0.53254,               0.045595,               0.033873,               0.028419,               0.010916,              0.0073567,              0.0073567,              0.0073567
                    269,                0.02676,               0.026071,                 0.0228,              0.0027271,                0.79896,                0.68122,                 0.7125,                0.53743,                0.79533,                0.67799,                0.70463,                0.53327,               0.045574,               0.033865,               0.028461,               0.011009,              0.0073468,              0.0073468,              0.0073468
                    270,               0.026777,                0.02566,               0.022286,              0.0027225,                0.79611,                0.68274,                0.71166,                0.53706,                0.79588,                0.68078,                0.70739,                0.53236,               0.045503,               0.033813,               0.028447,               0.011057,              0.0073369,              0.0073369,              0.0073369
                    271,               0.026625,               0.025759,               0.022417,              0.0026429,                0.79154,                0.68148,                 0.7105,                0.53668,                0.78965,                0.68018,                0.70748,                0.53298,               0.045535,               0.033787,                0.02851,               0.011163,               0.007327,               0.007327,               0.007327
                    272,               0.027057,               0.025725,               0.022499,              0.0028182,                0.80149,                0.67857,                0.71215,                0.53656,                0.79872,                0.67523,                0.70662,                0.53291,               0.045549,               0.033777,               0.028474,               0.011192,              0.0073171,              0.0073171,              0.0073171
                    273,               0.026825,               0.025794,               0.022667,              0.0028104,                0.79967,                0.68003,                0.71342,                0.53642,                0.79382,                0.67628,                0.70468,                0.53323,               0.045551,               0.033779,               0.028501,               0.011255,              0.0073072,              0.0073072,              0.0073072
                    274,               0.026837,               0.026243,               0.022547,              0.0029334,                0.79761,                0.68077,                0.71063,                0.53736,                0.80125,                0.67278,                0.70652,                0.53381,               0.045495,               0.033731,               0.028524,               0.011305,              0.0072973,              0.0072973,              0.0072973
                    275,               0.026739,                0.02576,               0.022605,              0.0027277,                0.79523,                0.68158,                0.71038,                0.53688,                0.79503,                 0.6766,                0.70769,                0.53348,               0.045468,               0.033706,               0.028567,               0.011256,              0.0072874,              0.0072874,              0.0072874
                    276,               0.026895,               0.026219,               0.022654,              0.0025994,                0.78961,                0.68355,                 0.7096,                0.53818,                0.79736,                0.67937,                0.70755,                0.53325,               0.045421,               0.033708,               0.028548,               0.011233,              0.0072775,              0.0072775,              0.0072775
                    277,                0.02648,               0.025707,               0.022567,              0.0027093,                 0.7904,                 0.6804,                0.70952,                0.53771,                0.79458,                0.67704,                0.70912,                0.53368,               0.045431,               0.033692,               0.028577,                 0.0112,              0.0072676,              0.0072676,              0.0072676
                    278,                0.02661,               0.024988,               0.022333,              0.0026514,                0.78073,                0.68144,                0.70999,                0.53733,                0.78339,                0.68146,                0.70892,                0.53389,               0.045421,               0.033706,               0.028592,               0.011165,              0.0072577,              0.0072577,              0.0072577
                    279,               0.026568,               0.025863,                0.02288,              0.0027779,                0.77998,                0.68252,                0.71009,                0.53833,                0.79191,                 0.6782,                0.70831,                0.53391,               0.045475,               0.033739,               0.028543,               0.011141,              0.0072478,              0.0072478,              0.0072478
                    280,               0.026424,               0.025552,               0.022515,              0.0027107,                0.77602,                 0.6862,                0.71169,                0.53779,                 0.7842,                0.68166,                0.70907,                0.53393,               0.045505,               0.033726,               0.028529,               0.011118,              0.0072379,              0.0072379,              0.0072379
                    281,                0.02667,               0.026105,               0.022827,              0.0026792,                0.78443,                0.68275,                0.71334,                0.53914,                0.78468,                0.67963,                0.70966,                0.53436,               0.045497,               0.033707,               0.028549,               0.011129,               0.007228,               0.007228,               0.007228
                    282,               0.026818,               0.025922,               0.022655,              0.0031094,                0.78515,                0.68102,                0.71327,                0.53851,                0.78572,                0.67996,                0.71112,                0.53401,               0.045491,               0.033702,               0.028563,               0.011095,              0.0072181,              0.0072181,              0.0072181
                    283,               0.026805,               0.025773,               0.022767,              0.0026074,                 0.7813,                0.68418,                0.71132,                0.53716,                0.78267,                0.68433,                0.70999,                0.53418,               0.045505,               0.033708,               0.028563,               0.011071,              0.0072082,              0.0072082,              0.0072082
                    284,               0.026438,               0.025705,               0.022379,              0.0029073,                0.77281,                0.68941,                0.71142,                0.53751,                0.77305,                0.68893,                0.70995,                0.53359,               0.045514,               0.033735,               0.028616,               0.011094,              0.0071983,              0.0071983,              0.0071983
                    285,               0.026405,               0.025213,               0.021904,               0.002783,                0.76535,                 0.6906,                0.71243,                0.53831,                0.76744,                0.69071,                0.70833,                0.53402,               0.045502,                0.03368,               0.028633,               0.011129,              0.0071884,              0.0071884,              0.0071884
                    286,                0.02681,               0.025618,               0.022437,              0.0031067,                0.76294,                0.69314,                0.71051,                0.53761,                0.80188,                0.66618,                0.70917,                0.53456,               0.045505,               0.033629,               0.028615,               0.011175,              0.0071785,              0.0071785,              0.0071785
                    287,                0.02661,               0.025406,                0.02181,              0.0027503,                0.75975,                 0.6918,                 0.7107,                0.53865,                0.80144,                0.66805,                  0.709,                0.53375,                0.04554,               0.033649,               0.028601,                0.01124,              0.0071686,              0.0071686,              0.0071686
                    288,               0.026292,                 0.0255,               0.022865,              0.0026685,                0.75629,                0.69607,                0.71077,                0.53895,                0.81379,                 0.6637,                0.70921,                0.53405,               0.045556,               0.033613,                0.02857,               0.011281,              0.0071587,              0.0071587,              0.0071587
                    289,               0.026171,               0.025188,               0.022186,              0.0028639,                0.76555,                0.69121,                0.71136,                0.53993,                0.81244,                0.66505,                0.70902,                0.53502,               0.045544,               0.033583,               0.028563,               0.011314,              0.0071488,              0.0071488,              0.0071488
                    290,               0.026203,               0.025459,               0.022077,              0.0025658,                0.75817,                0.68992,                0.71122,                0.53994,                0.80402,                0.66789,                 0.7095,                0.53589,                0.04553,               0.033575,                 0.0286,               0.011377,              0.0071389,              0.0071389,              0.0071389
                    291,               0.026469,               0.025609,               0.022288,              0.0027185,                0.76972,                0.68245,                0.71163,                0.54129,                0.79683,                0.66936,                0.70859,                0.53556,               0.045522,               0.033544,               0.028609,               0.011426,               0.007129,               0.007129,               0.007129
                    292,               0.026296,               0.025242,               0.022083,              0.0027061,                 0.7622,                0.68792,                0.71003,                0.54084,                0.80088,                 0.6694,                0.70787,                0.53471,               0.045523,               0.033529,               0.028642,               0.011505,              0.0071191,              0.0071191,              0.0071191
                    293,               0.026109,                0.02518,               0.022051,              0.0027105,                0.77977,                0.67451,                0.71023,                0.54095,                0.79143,                0.67289,                0.70867,                0.53494,               0.045514,               0.033519,               0.028655,               0.011544,              0.0071092,              0.0071092,              0.0071092
                    294,                0.02647,               0.025378,               0.021838,              0.0028573,                0.78087,                0.67396,                0.71067,                0.54098,                0.79017,                 0.6742,                0.70855,                0.53507,               0.045505,               0.033512,               0.028648,               0.011566,              0.0070993,              0.0070993,              0.0070993
                    295,                0.02635,               0.024925,               0.021633,              0.0027994,                 0.7757,                0.67865,                0.71092,                0.53968,                0.79079,                0.67358,                0.70859,                0.53348,               0.045486,               0.033509,               0.028658,               0.011593,              0.0070894,              0.0070894,              0.0070894
                    296,               0.026433,               0.025609,               0.022461,              0.0027804,                0.76992,                0.68417,                0.71109,                0.54008,                0.77296,                0.68265,                0.70852,                0.53314,               0.045507,               0.033515,               0.028639,               0.011565,              0.0070795,              0.0070795,              0.0070795
                    297,               0.026318,               0.025493,               0.022379,              0.0028304,                0.79073,                0.67393,                0.71244,                0.54086,                0.79837,                0.67157,                0.71007,                0.53405,               0.045506,               0.033546,                0.02865,               0.011556,              0.0070696,              0.0070696,              0.0070696
                    298,                0.02624,               0.024964,               0.021873,              0.0025818,                0.78287,                 0.6815,                0.71288,                0.54081,                0.76952,                0.68769,                0.71007,                0.53445,               0.045504,               0.033554,               0.028651,               0.011562,              0.0070597,              0.0070597,              0.0070597
                    299,               0.026289,               0.025357,                0.02232,              0.0025705,                0.78066,                0.68406,                0.71308,                0.53944,                0.76852,                0.68856,                0.71008,                0.53463,               0.045499,               0.033595,               0.028618,               0.011576,              0.0070498,              0.0070498,              0.0070498
                    300,               0.026266,               0.025497,               0.022617,              0.0027058,                 0.7752,                0.68325,                0.71284,                0.54029,                0.76524,                0.68929,                0.70942,                 0.5338,               0.045485,               0.033618,               0.028629,               0.011574,              0.0070399,              0.0070399,              0.0070399
                    301,               0.026061,               0.024785,               0.021641,              0.0027748,                0.76287,                0.69183,                0.71276,                0.54044,                 0.7655,                0.69001,                0.70924,                0.53421,               0.045495,               0.033619,               0.028629,               0.011537,                0.00703,                0.00703,                0.00703
                    302,               0.026051,               0.025359,               0.022236,              0.0026398,                 0.7656,                0.69205,                0.71293,                0.54073,                0.76343,                0.69009,                0.70902,                0.53487,               0.045531,               0.033635,               0.028654,               0.011517,              0.0070201,              0.0070201,              0.0070201
                    303,               0.026223,               0.025341,               0.021652,              0.0027443,                0.76998,                0.68938,                0.71221,                0.54082,                0.76771,                0.68766,                0.70903,                0.53444,               0.045519,               0.033614,               0.028677,               0.011494,              0.0070102,              0.0070102,              0.0070102
                    304,               0.025943,                0.02496,               0.021736,              0.0025216,                0.77276,                0.68595,                0.71139,                0.54094,                0.77018,                0.68381,                0.70947,                0.53447,               0.045532,               0.033602,               0.028705,               0.011496,              0.0070003,              0.0070003,              0.0070003
                    305,               0.026258,               0.025538,               0.022129,              0.0027697,                0.76669,                0.68426,                0.71101,                0.54076,                0.75816,                0.69186,                0.70902,                0.53454,               0.045552,               0.033607,               0.028721,               0.011472,              0.0069904,              0.0069904,              0.0069904
                    306,               0.026225,               0.025032,               0.022098,              0.0026883,                0.76036,                0.68935,                0.71033,                0.54058,                0.75984,                0.68815,                0.70876,                0.53435,               0.045578,               0.033622,               0.028755,               0.011451,              0.0069805,              0.0069805,              0.0069805
                    307,               0.025969,               0.024974,               0.022151,              0.0024504,                0.76533,                0.68534,                0.71059,                 0.5406,                0.77284,                0.67935,                0.70691,                0.53397,                0.04557,               0.033607,               0.028753,               0.011426,              0.0069706,              0.0069706,              0.0069706
                    308,               0.025948,               0.024651,               0.021431,              0.0026045,                0.76513,                0.68689,                0.71001,                0.54087,                0.77142,                0.68039,                0.70697,                0.53334,               0.045578,               0.033596,               0.028742,               0.011405,              0.0069607,              0.0069607,              0.0069607
                    309,               0.026092,               0.025327,               0.022254,              0.0026854,                0.76245,                0.69162,                0.71042,                0.54003,                0.77921,                0.68073,                0.70878,                0.53367,               0.045593,               0.033606,                0.02874,               0.011394,              0.0069508,              0.0069508,              0.0069508
                    310,               0.026362,                0.02528,               0.021811,              0.0025701,                0.77256,                0.69139,                0.71082,                0.54123,                0.76986,                0.68994,                0.70908,                0.53443,               0.045586,               0.033612,               0.028721,               0.011378,              0.0069409,              0.0069409,              0.0069409
                    311,                0.02607,               0.024844,               0.022146,              0.0027428,                0.77862,                0.68643,                0.71039,                0.54097,                0.77757,                0.68481,                 0.7084,                0.53482,               0.045585,                 0.0336,               0.028725,               0.011364,               0.006931,               0.006931,               0.006931
                    312,               0.026024,               0.024807,                  0.022,              0.0026515,                0.78474,                0.68442,                0.71084,                0.54074,                0.78407,                0.68342,                0.70874,                0.53469,               0.045587,               0.033616,               0.028739,               0.011359,              0.0069211,              0.0069211,              0.0069211
                    313,               0.026029,               0.024899,               0.022119,              0.0026127,                0.78669,                 0.6835,                0.71066,                0.54074,                 0.7857,                0.68252,                0.70939,                0.53529,               0.045595,               0.033631,               0.028741,               0.011347,              0.0069112,              0.0069112,              0.0069112
                    314,               0.025916,               0.025152,               0.021879,              0.0029402,                0.78714,                0.68214,                0.71073,                0.54126,                0.76011,                0.69534,                0.70942,                0.53632,               0.045594,               0.033683,               0.028721,               0.011372,              0.0069013,              0.0069013,              0.0069013
                    315,               0.025826,               0.024809,               0.021783,              0.0027227,                0.76605,                0.69321,                0.71086,                0.54127,                0.76151,                0.69403,                0.70944,                0.53672,               0.045584,                0.03372,               0.028737,               0.011387,              0.0068914,              0.0068914,              0.0068914
                    316,                0.02627,               0.025416,               0.022013,              0.0025337,                0.76857,                0.69136,                0.71024,                  0.541,                0.74514,                0.70716,                0.70852,                0.53607,               0.045568,               0.033745,               0.028742,                 0.0114,              0.0068815,              0.0068815,              0.0068815
                    317,               0.025942,               0.025404,               0.021838,              0.0027899,                0.77365,                0.68611,                0.70985,                0.54067,                0.75494,                0.70313,                0.70871,                0.53494,               0.045541,               0.033774,               0.028741,               0.011404,              0.0068716,              0.0068716,              0.0068716
                    318,               0.025703,               0.024831,               0.021903,              0.0026346,                0.78231,                0.68278,                0.70947,                0.54031,                0.79706,                0.67266,                0.70787,                0.53433,               0.045534,               0.033787,               0.028743,               0.011415,              0.0068617,              0.0068617,              0.0068617
                    319,               0.025918,               0.025068,               0.021868,              0.0027156,                  0.789,                0.67725,                0.71045,                0.54145,                0.79074,                0.67676,                0.70865,                0.53537,               0.045508,               0.033792,               0.028754,               0.011399,              0.0068518,              0.0068518,              0.0068518
                    320,               0.025876,               0.025283,               0.021984,              0.0025602,                0.77744,                0.68755,                0.71006,                0.54068,                0.76999,                 0.6894,                0.70798,                0.53497,               0.045499,               0.033791,               0.028781,               0.011401,              0.0068419,              0.0068419,              0.0068419
                    321,               0.025634,                0.02488,                0.02212,              0.0025375,                0.77957,                0.68437,                0.71019,                0.54022,                0.77681,                0.68425,                0.70875,                0.53482,               0.045506,               0.033827,               0.028781,               0.011417,               0.006832,               0.006832,               0.006832
                    322,               0.025761,               0.025011,               0.021689,              0.0026744,                0.78638,                0.68312,                0.70963,                0.54074,                0.79161,                 0.6805,                 0.7085,                0.53501,                0.04549,               0.033828,               0.028766,               0.011429,              0.0068221,              0.0068221,              0.0068221
                    323,                0.02574,               0.024621,               0.021406,              0.0026085,                0.78693,                0.68237,                0.70932,                0.53977,                0.78602,                0.68211,                0.70728,                0.53435,               0.045477,               0.033838,               0.028773,               0.011445,              0.0068122,              0.0068122,              0.0068122
                    324,               0.026011,               0.024547,                0.02168,              0.0024811,                  0.789,                0.68052,                0.71008,                0.54056,                0.78844,                0.68078,                0.70738,                  0.534,               0.045486,               0.033844,               0.028757,               0.011484,              0.0068023,              0.0068023,              0.0068023
                    325,               0.025835,               0.024819,               0.022151,              0.0025984,                0.77928,                0.68396,                 0.7098,                0.53958,                0.77751,                0.68592,                0.70751,                0.53417,               0.045489,               0.033839,               0.028761,                 0.0115,              0.0067924,              0.0067924,              0.0067924
                    326,               0.026066,               0.025274,               0.022032,               0.002688,                0.78031,                0.68353,                 0.7092,                0.53921,                0.77978,                0.68661,                0.70787,                0.53487,               0.045495,               0.033843,               0.028767,               0.011516,              0.0067825,              0.0067825,              0.0067825
                    327,               0.025866,               0.025126,                 0.0215,              0.0025784,                0.77772,                0.68725,                0.70971,                0.53955,                0.78001,                 0.6865,                0.70698,                0.53467,               0.045511,                0.03385,               0.028774,               0.011508,              0.0067726,              0.0067726,              0.0067726
                    328,               0.026012,               0.025062,               0.021532,              0.0026005,                0.77896,                0.68652,                0.70984,                0.53874,                0.78047,                0.68523,                0.70835,                0.53457,               0.045506,               0.033856,               0.028791,               0.011485,              0.0067627,              0.0067627,              0.0067627
                    329,                0.02571,               0.024981,               0.021804,              0.0026767,                 0.7727,                0.69067,                0.70996,                0.53906,                0.77777,                0.68687,                0.70799,                0.53575,               0.045494,               0.033838,               0.028802,               0.011472,              0.0067528,              0.0067528,              0.0067528
                    330,               0.025768,               0.024379,               0.021335,              0.0027951,                0.77414,                 0.6908,                0.71079,                 0.5392,                0.77608,                 0.6894,                0.70813,                0.53507,               0.045506,               0.033833,               0.028811,               0.011475,              0.0067429,              0.0067429,              0.0067429
                    331,               0.025938,               0.025274,               0.021847,              0.0025741,                0.77657,                0.68686,                0.70864,                0.53871,                0.78839,                0.68661,                0.70857,                0.53537,               0.045534,               0.033843,               0.028811,                0.01147,               0.006733,               0.006733,               0.006733
                    332,               0.025852,               0.024561,                0.02154,               0.002623,                0.78567,                0.68504,                0.70955,                0.53908,                0.79097,                0.68439,                0.70819,                0.53583,               0.045539,               0.033842,               0.028826,               0.011452,              0.0067231,              0.0067231,              0.0067231
                    333,               0.025884,               0.025038,               0.021694,              0.0026708,                0.78147,                0.68915,                0.70987,                 0.5388,                0.79368,                0.68548,                0.70806,                0.53555,               0.045548,               0.033851,               0.028798,               0.011459,              0.0067132,              0.0067132,              0.0067132
                    334,               0.025687,               0.024687,               0.021415,              0.0024986,                0.78138,                0.68824,                0.70998,                0.53915,                0.79208,                0.68459,                0.70784,                0.53628,               0.045549,               0.033864,               0.028794,               0.011437,              0.0067033,              0.0067033,              0.0067033
                    335,               0.025571,               0.024863,               0.021966,              0.0026901,                0.78642,                0.68415,                0.70916,                0.53971,                0.79438,                0.68329,                0.70751,                0.53588,               0.045535,                0.03386,               0.028805,               0.011437,              0.0066934,              0.0066934,              0.0066934
                    336,               0.025455,                 0.0249,               0.021696,              0.0025056,                0.78908,                0.68579,                0.70983,                0.53934,                0.79209,                0.68375,                0.70735,                0.53663,               0.045539,               0.033867,               0.028834,               0.011431,              0.0066835,              0.0066835,              0.0066835
                    337,               0.025395,               0.024147,               0.021508,              0.0025449,                0.77997,                0.68945,                0.70957,                0.53827,                0.79405,                  0.683,                0.70687,                0.53687,               0.045553,               0.033875,               0.028848,               0.011438,              0.0066736,              0.0066736,              0.0066736
                    338,               0.025386,               0.024054,               0.020936,                0.00254,                0.77364,                0.69079,                0.70855,                0.53839,                0.78694,                0.68843,                0.70724,                0.53795,               0.045571,                0.03389,               0.028858,               0.011437,              0.0066637,              0.0066637,              0.0066637
                    339,               0.025674,               0.024747,               0.021828,              0.0024095,                0.77276,                0.69283,                0.70825,                 0.5388,                0.77403,                0.69132,                0.70709,                 0.5387,               0.045582,                 0.0339,               0.028865,                0.01145,              0.0066538,              0.0066538,              0.0066538
                    340,               0.025479,               0.024154,               0.020728,              0.0023712,                0.77145,                0.69024,                0.70754,                0.53886,                0.78456,                0.68798,                 0.7066,                0.53849,               0.045583,               0.033929,               0.028883,               0.011472,              0.0066439,              0.0066439,              0.0066439
